ship_type,total_fuel_mt,fuel_per_nm_kg,co2_per_nm_kg,hours_at_sea
Oil tanker,3100.4,84.96,266.62,3158.23
Other ship types,132.61,43.52,135.59,293.68
Other ship types,355.89,46.73,147.15,721.4
General cargo ship,45.48,51.05,160.87,83.47
LNG carrier,11471.43793,195.72,541.42,3674.88
LNG carrier,1899.02,140.64,380.27,1033.67
LNG carrier,5155.72,146.38,396.45,2599.2
Chemical tanker,1866.283,72.68,227.43,2252.4
Bulk carrier,1464.903,58.61,185.86,2526.6
Container ship,2020.881,100.49,316.18,2001.43
Container ship,25746.21117,329.8,1027.94,4843.0
Container ship,28271.87,351.01,1094.03,4818.1
Container ship,29222.66992,332.41,1036.28,5398.2
Bulk carrier,355.5696,116.87,366.97,271.1
Bulk carrier,607.20185,74.21,233.85,739.9
Chemical tanker,180.58,40.83,127.68,399.1
Bulk carrier,1483.86,58.84,184.08,2054.8
Other ship types,789.97,71.28,222.21,933.57
Bulk carrier,59.91977,69.43,216.79,71.7
Bulk carrier,808.988,68.14,212.98,1226.5
Bulk carrier,114.54,92.52,289.15,120.0
Bulk carrier,1025.58,71.06,221.77,1183.1
Other ship types,1475.07,45.63,143.39,2505.44
Other ship types,431.06,41.16,129.99,781.96
Other ship types,1188.51,44.94,140.9,1945.29
Ro-pax ship,6294.44,75.64,242.51,4952.13
Oil tanker,867.06,46.86,147.09,2123.65
Other ship types,402.9,51.81,163.71,1078.2
Bulk carrier,253.98836,85.03,265.6,262.07
Oil tanker,1252.35,92.03,289.52,1146.0
Oil tanker,381.8,72.37,227.67,444.7
Container ship,1010.7,57.09,178.27,1496.4
Chemical tanker,382.25,36.36,113.29,869.18
Chemical tanker,235.9,32.08,100.31,650.2
Passenger ship,2263.78,92.59,296.86,2329.19
Combination carrier,1741.24,93.77,293.3,1511.57
Other ship types,3217.32,65.43,204.91,3684.3
Other ship types,3327.61,64.76,203.15,3812.2
Oil tanker,615.583,50.27,161.18,1748.7
Container ship,477.05,82.07,255.83,657.7
Container ship,3174.29,76.02,238.1,3678.43
Container ship,4794.798,87.54,255.27,4333.1
Container ship,4398.93,82.41,237.89,4224.48
Container ship,4878.999,83.06,237.75,4570.33
Passenger ship,1540.65,63.09,202.28,2508.78
Passenger ship,2541.05,69.07,221.44,3599.76
Passenger ship,2195.9,67.94,217.83,2973.71
Chemical tanker,423.5,66.75,210.49,604.5
Chemical tanker,1614.16,90.62,283.04,1385.6
Chemical tanker,540.3,97.65,307.71,1378.5
Oil tanker,2063.7,57.32,181.7,3129.9
Oil tanker,1181.81,57.49,180.76,1810.2
Oil tanker,3510.02,116.24,364.44,3015.2
Oil tanker,5696.04,140.97,441.06,3849.2
Chemical tanker,2620.08,64.25,201.33,3629.4
Chemical tanker,2525.87,57.79,180.95,3611.9
Chemical tanker,2002.12,65.15,205.64,2769.7
Oil tanker,1739.06548,101.77,319.6,1832.0
Oil tanker,9106.1,124.72,390.8,5948.2
Bulk carrier,1667.6,89.24,279.37,1820.0
Bulk carrier,466.2,70.51,220.06,756.27
Oil tanker,5792.076,199.67,623.36,2582.4
Chemical tanker,1949.37,41.34,132.53,4682.84
Chemical tanker,1987.81,41.94,134.47,4561.5
Bulk carrier,1451.3,62.84,196.66,2137.8
General cargo ship,1789.51,69.96,218.38,2258.83
LNG carrier,9487.964,207.62,570.87,3128.89
Ro-ro ship,14246.4,126.93,395.78,6528.23
Ro-ro ship,14892.32,129.07,402.29,6682.37
Passenger ship,3735.98,96.38,308.98,3634.33
Passenger ship,1377.71,86.88,278.55,1594.58
Ro-pax ship,9293.58,178.42,572.03,2212.11
Oil tanker,810.47,59.14,189.59,1710.67
Oil tanker,12397.06,166.19,521.82,7509.53
Oil tanker,9953.17054,152.4,476.77,6109.57
Oil tanker,4990.975,127.5,400.44,3349.2
Oil tanker,2674.53098,59.71,188.05,4203.65
Bulk carrier,982.94,81.26,255.48,1140.27
Oil tanker,7294.97,143.56,449.24,4637.9
Oil tanker,8995.132,144.92,454.21,5747.25
Passenger ship,11737.76,181.15,565.56,4612.13
Oil tanker,3947.06,119.76,374.54,2918.0
Oil tanker,6838.21,121.54,383.75,5309.0
Oil tanker,3405.81,119.0,372.75,2917.23
Chemical tanker,2681.59,64.34,190.65,4207.33
Chemical tanker,2101.91,54.42,157.37,3768.4
Container ship,4556.5,86.4,251.5,4146.03
Chemical tanker,2350.6,107.11,335.89,1851.99
Chemical tanker,911.27,100.98,317.65,689.51
Chemical tanker,1477.59,109.67,342.33,1050.1
Passenger ship (Cruise Passenger ship),112.52,42.27,135.51,362.75
General cargo ship,1606.364,50.45,159.7,3069.34
General cargo ship,1673.201,48.82,154.41,3084.9
General cargo ship,1691.143,50.92,160.8,3232.22
General cargo ship,1610.836,54.52,171.88,2724.0
Chemical tanker,2478.11,50.64,162.36,4454.98
LNG carrier,8934.503,179.61,486.46,3633.65
Ro-pax ship,3566.236,78.93,252.91,4183.67
Oil tanker,8133.038,120.65,378.02,5538.67
Oil tanker,8427.704,117.89,369.55,5793.59
Oil tanker,5556.986,118.12,369.19,3786.33
Oil tanker,6300.355,129.97,407.88,4009.23
Oil tanker,3396.2,188.9,588.97,1424.7
LNG carrier,2242.19,85.96,230.04,3085.44
LNG carrier,5174.04,288.83,874.54,1317.95
Chemical tanker,1148.1,68.41,215.78,3129.8
Chemical tanker,3069.07798,55.42,175.33,5491.87
Oil tanker,1019.7,87.97,277.17,1212.9
Bulk carrier,1390.14688,58.03,181.78,2116.3
Chemical tanker,264.0,43.19,136.62,932.74
Container ship,22637.37857,316.46,986.41,4458.8
Container ship,2957.41,226.82,714.77,856.3
Container ship,25865.91568,347.96,1084.92,4532.88
Bulk carrier,1486.492,84.36,264.18,1615.87
Oil tanker,1305.22,69.02,215.61,1035.09
Oil tanker,1565.72,141.13,444.24,993.82
Oil tanker,3151.95,119.45,372.75,2345.92
Bulk carrier,3080.98,77.33,241.35,3650.17
Chemical tanker,3192.06,94.47,297.5,2872.76
Passenger ship,1421.79,95.26,305.41,1166.6
Ro-pax ship,3685.78,39.1,104.74,6049.14
Ro-pax ship,3736.38,38.8,103.93,6193.78
Container ship,11276.53,119.08,371.89,6251.2
Container ship,11915.9,124.91,390.21,6196.62
Container ship,11867.25,126.08,393.43,6133.76
Oil tanker,3867.36,105.16,331.6,4648.73
Ro-ro ship,7151.55,89.99,282.66,5577.28
Ro-ro ship,8276.8,92.14,289.4,6085.57
Chemical tanker,1656.95,34.52,108.01,4106.2
Oil tanker,631.5,122.12,380.87,666.8
Oil tanker,1681.6,103.94,324.33,1366.0
Oil tanker,2418.83,120.62,376.88,1795.42
Oil tanker,4644.78,124.71,389.8,3075.0
Oil tanker,6245.64,114.62,358.51,1992.1
Oil tanker,3088.13,108.94,339.63,2638.0
General cargo ship,3668.53,77.43,242.16,3645.01
Passenger ship,4376.0,132.98,426.35,3056.75
Oil tanker,609.6,49.32,158.11,1531.95
General cargo ship,160.1,29.41,93.21,585.36
Passenger ship,22869.22,454.5,1419.22,3107.84
Passenger ship,20640.96,457.74,1434.05,3021.05
Bulk carrier,1925.95,201.19,627.07,792.7
Ro-pax ship,4734.56,95.06,304.76,3561.42
Ro-pax ship,11650.93,115.61,370.65,3652.53
Chemical tanker,1158.13571,57.44,180.21,2053.36
General cargo ship,1148.2,81.29,253.84,1369.8
General cargo ship,2600.51,82.79,257.62,2955.2
General cargo ship,1830.55,86.92,270.95,1845.4
LNG carrier,2796.2,299.96,871.48,541.57
LNG carrier,13166.7534,204.96,573.55,4406.58
Ro-pax ship,3791.2,39.73,106.41,6160.84
Ro-pax ship,2444.13,39.79,106.59,3897.94
Ro-pax ship,2590.59,40.26,107.84,4096.1
Bulk carrier,332.89,56.27,176.15,510.9
Bulk carrier,796.432,67.88,211.63,975.4
Bulk carrier,640.11,84.19,263.56,727.1
Passenger ship,33119.0,339.73,923.83,6236.71
Chemical tanker,1425.935,74.75,233.47,1409.4
Oil tanker,3559.12,139.62,439.14,2568.0
Oil tanker,5575.3,142.39,447.59,3858.78
Oil tanker,5703.4,142.56,447.4,4289.6
Chemical tanker,641.9,77.97,246.96,709.0
Bulk carrier,2264.97,85.85,271.22,2525.35
Gas carrier,1194.76,73.89,230.32,1198.8
Gas carrier,920.05,76.19,237.78,864.45
Vehicle carrier,2994.46626,104.99,330.79,2164.4
Vehicle carrier,3757.9,109.89,346.18,2323.2
General cargo ship,1175.92,66.94,209.94,1565.7
Chemical tanker,2576.90049,53.41,167.31,4339.99
Chemical tanker,2406.539,82.6,260.07,2502.0
Ro-pax ship,14935.92,126.99,336.47,7521.0
Ro-pax ship,18656.43176,257.14,810.85,3493.92
Oil tanker,1557.662,55.07,174.29,2912.78
Chemical tanker,1113.3,78.0,245.32,1244.7
Chemical tanker,4141.0,99.6,311.96,2996.35
Chemical tanker,738.9,114.85,362.21,470.59
Bulk carrier,1002.7,86.48,271.22,1072.38
Oil tanker,3496.766,174.1,544.21,1898.47
Oil tanker,3136.13,109.1,340.51,2728.0
Oil tanker,3108.6,111.03,346.26,2447.3
Oil tanker,1986.61,111.82,348.85,1596.9
Oil tanker,691.9,94.47,294.49,591.0
Bulk carrier,1096.194,97.94,310.23,976.9
Chemical tanker,998.51,82.56,257.67,1006.38
Chemical tanker,644.57,62.27,197.36,1029.32
Chemical tanker,319.65,56.78,179.44,623.83
Chemical tanker,711.61,67.56,213.66,1056.02
Chemical tanker,1286.53,73.41,231.17,2149.45
Other ship types,4126.9,74.29,238.18,4509.4
Oil tanker,516.7,173.23,545.59,285.13
Oil tanker,159.5,151.62,477.79,80.9
Oil tanker,2789.87,234.72,733.16,1094.4
Chemical tanker,447.87,75.13,235.41,498.08
Oil tanker,2327.02,83.83,263.37,2638.67
Oil tanker,2095.51,80.68,252.33,2103.4
Oil tanker,4496.85,201.74,631.3,2082.6
Chemical tanker,2361.958,55.64,175.31,3597.12
Chemical tanker,1857.6,61.25,192.63,2565.77
Chemical tanker,814.53,71.46,225.62,1038.5
Chemical tanker,1194.144,65.9,206.09,1403.76
Chemical tanker,1373.132,70.96,221.63,1508.6
Chemical tanker,2384.68,51.82,163.18,4847.4
Chemical tanker,2424.76,49.37,157.2,4440.95
Chemical tanker,2254.38,48.85,156.6,4446.72
Oil tanker,1849.1,130.1,406.88,1590.4
Oil tanker,2978.5,123.73,386.27,2000.23
General cargo ship,1315.609,53.47,168.27,3165.69
Bulk carrier,897.96,98.79,308.72,738.25
Bulk carrier,1512.03,97.9,305.67,1387.2
Bulk carrier,1507.51,90.55,283.59,1454.09
Oil tanker,1831.53,176.67,554.24,949.7
Ro-pax ship,17270.70045,177.64,569.51,3802.39
Bulk carrier,1206.67,69.33,217.64,1538.4
Chemical tanker,479.8,83.81,264.77,497.0
Oil tanker,2304.53,87.32,272.59,2497.7
Oil tanker,3293.74,67.41,210.58,4397.3
Chemical tanker,2217.15,56.45,178.03,3600.83
Chemical tanker,2318.56,56.13,176.06,4017.03
Oil tanker,3985.7,230.85,720.99,1473.5
Oil tanker,3525.9,184.02,575.4,1720.1
Oil tanker,3938.03,212.18,663.36,1549.2
Oil tanker,5590.82,194.62,608.73,2277.8
Oil tanker,2377.69,200.84,627.94,1055.3
Bulk carrier,1718.73,78.96,247.38,1924.4
Chemical tanker,2893.79,86.45,277.02,3430.0
Oil tanker,5637.5,123.68,386.54,5547.93
Ro-ro ship,8310.79,91.68,288.07,5938.48
Ro-ro ship,6911.13,94.31,296.53,5030.85
Chemical tanker,1292.62,76.16,238.71,1450.06
LNG carrier,14900.04929,190.38,530.0,5782.05
Oil tanker,3101.83,140.31,438.63,2220.83
Bulk carrier,1699.52,81.64,255.5,1880.4
Bulk carrier,695.33,68.78,214.18,892.8
Bulk carrier,2014.93,62.59,195.62,3084.3
Bulk carrier,761.47,61.83,194.17,1112.1
Chemical tanker,927.58,106.2,337.07,747.9
Chemical tanker,779.0,78.1,244.87,833.4
Bulk carrier,502.21,83.24,260.04,705.1
Bulk carrier,1982.01,86.82,271.43,2293.8
Oil tanker,5255.2,160.97,504.18,2886.68
Oil tanker,7117.73,135.99,425.43,4950.25
Oil tanker,4579.29,131.11,411.01,3348.12
Oil tanker,8024.93,150.41,470.34,4707.62
Ro-pax ship,11748.63052,150.31,404.04,4673.43
Chemical tanker,413.52,44.62,139.46,819.7
Oil tanker,3613.02,134.73,420.91,2421.4
Oil tanker,3489.86,143.31,448.02,2177.87
Oil tanker,4427.28,130.21,406.79,3119.22
Oil tanker,1566.4,134.86,422.23,1001.9
Bulk carrier,981.29,62.81,195.65,1507.0
Bulk carrier,1383.926,56.57,176.64,2077.26
Bulk carrier,673.56478,61.39,193.46,1048.3
General cargo ship,1439.5,60.1,188.42,2091.3
Ro-ro ship,8874.09,142.14,443.01,4015.27
Ro-ro ship,15447.22,145.41,453.38,6388.62
Vehicle carrier,1534.19459,99.6,310.72,940.7
Bulk carrier,316.603,63.36,197.7,444.23
Bulk carrier,294.72,100.34,313.81,533.9
Bulk carrier,941.12,59.34,185.42,1468.2
Container ship,25112.37083,350.18,1090.61,4277.8
Container ship,23849.64,316.12,985.47,4597.2
Bulk carrier,2447.08,132.42,414.07,1941.9
Oil tanker,8271.93,248.99,750.9,4282.95
Oil tanker,6253.18,249.11,730.97,3238.25
Passenger ship,10139.57,210.26,663.24,3644.41
Passenger ship (Cruise Passenger ship),6740.04,206.83,654.91,2453.35
Container ship,2486.7,73.08,227.93,3677.26
Oil tanker,1862.73,85.55,268.27,2007.02
Chemical tanker,579.55,90.03,282.66,634.0
Chemical tanker,2592.52,83.27,260.51,2757.62
Chemical tanker,1299.86,89.37,280.67,1368.1
Chemical tanker,1562.42,90.41,282.9,1499.56
Chemical tanker,2048.53,95.4,298.06,1791.8
Oil tanker,922.6,109.78,341.87,698.0
Chemical tanker,451.47388,83.59,260.83,419.7
LNG carrier,12373.84488,202.14,560.41,3706.82
LNG carrier,13848.94357,208.24,569.68,4328.08
LNG carrier,14192.44433,195.07,530.55,4681.83
LNG carrier,14918.43968,176.77,480.54,5288.4
Chemical tanker,508.34,77.73,244.46,645.58
Chemical tanker,183.6,57.69,182.16,292.2
Passenger ship,1051.656,47.67,152.84,2329.94
Gas carrier,6653.07,70.42,219.39,6812.4
Gas carrier,1646.82,76.51,238.36,1573.04
General cargo ship,1200.13,66.82,208.58,1523.19
Oil tanker,379.6,87.89,276.31,382.72
Oil tanker,1586.13,86.99,272.71,1576.4
Chemical tanker,1673.61,86.77,271.83,1799.85
Chemical tanker,811.01,73.21,231.93,882.2
Bulk carrier,2266.58,95.25,297.81,1965.0
Gas carrier,1237.52,116.07,362.68,705.0
Passenger ship (Cruise Passenger ship),1828.83,66.91,214.52,2403.2
Bulk carrier,1156.94,67.87,211.95,1657.08
Bulk carrier,2021.19,64.18,200.92,2993.07
Bulk carrier,943.12,60.52,190.1,1546.05
Oil tanker,5146.57,140.6,439.52,3108.0
Oil tanker,5449.9,132.63,414.01,3439.39
Oil tanker,7109.28,135.36,423.24,4691.17
Oil tanker,1878.04,123.18,384.9,1304.1
Bulk carrier,1526.14,126.89,396.46,1082.3
Chemical tanker,473.55,107.07,336.89,343.0
Bulk carrier,1071.64,91.88,288.48,1083.0
Oil tanker,921.11,77.53,242.02,834.5
Oil tanker,2477.37,87.09,273.31,2309.8
Oil tanker,2730.64,80.2,250.71,2733.97
Bulk carrier,2239.99,75.77,236.4,2646.83
Bulk carrier,4041.35,82.99,259.19,4296.2
Chemical tanker,891.85,67.61,213.81,1139.0
Bulk carrier,2328.0,80.37,251.8,2576.9
Bulk carrier,2403.91,88.38,277.86,2548.55
Bulk carrier,826.4,105.72,335.81,733.0
Bulk carrier,1500.067,60.32,190.19,2063.8
Bulk carrier,1476.94,86.05,271.42,1610.8
Bulk carrier,1860.55,108.98,339.57,1763.9
Bulk carrier,1500.91,77.7,242.24,1597.0
Oil tanker,5693.84,225.23,686.15,5044.7
Oil tanker,6152.8,210.97,614.27,3895.83
Bulk carrier,959.461,84.1,266.23,1013.6
Bulk carrier,4681.237,157.61,491.05,2715.0
Bulk carrier,6276.025,149.04,464.28,3789.68
Ro-pax ship,9508.3,175.99,564.22,1791.8
Chemical tanker,1202.5,56.19,180.15,2936.98
Chemical tanker,1295.58,61.47,197.06,2668.3
Passenger ship,39683.31,420.33,1126.76,5733.55
Passenger ship,13652.07,291.42,909.33,3201.68
Ro-pax ship,21359.965,246.53,768.75,4497.96
Ro-pax ship,23098.166,234.95,732.57,5102.05
Chemical tanker,1589.1,48.8,153.22,2801.7
Oil tanker,776.3,170.54,531.93,620.3
Oil tanker,7715.62,183.36,574.57,3917.58
General cargo ship,972.2,71.56,222.96,1022.92
General cargo ship,95.62,87.97,275.22,85.49
Chemical tanker,510.8,73.85,232.84,723.88
Bulk carrier,1905.19,91.78,287.71,2174.13
Bulk carrier,1483.84,94.95,298.3,1518.6
Bulk carrier,2185.212,94.0,295.5,2455.8
Bulk carrier,2615.81,104.8,330.29,2478.55
Oil tanker,4957.82,126.94,397.36,3549.42
Oil tanker,7888.87,111.99,349.73,5772.12
Oil tanker,5084.94,116.24,363.51,3673.23
Oil tanker,5046.8,118.93,373.36,3914.42
Passenger ship,16173.39,329.47,1027.31,3210.65
Passenger ship,14273.1,337.12,1050.85,3215.31
Bulk carrier,1663.403,56.26,176.99,2438.2
Bulk carrier,1073.766,61.49,192.76,1588.9
Bulk carrier,1500.761,59.98,189.51,2288.83
Bulk carrier,502.32,70.11,219.27,674.0
Bulk carrier,252.11,84.97,265.24,572.9
Bulk carrier,688.97,84.1,265.68,748.6
Bulk carrier,1140.28,94.12,296.43,1155.23
Bulk carrier,1347.25,69.13,216.27,1675.33
Oil tanker,4716.1,151.39,475.38,3215.68
Passenger ship,8537.2,199.22,631.98,3275.97
Chemical tanker,2121.75,63.06,199.1,3014.3
Oil tanker,1650.06,60.92,192.09,2534.2
Bulk carrier,1030.6007,60.96,190.69,1419.4
Oil tanker,270.318,74.16,232.1,314.57
Container ship,29189.9,325.19,915.38,5427.15
Container ship,32396.3,347.84,974.3,5189.54
Container ship,31749.4,344.12,969.57,5275.32
Container ship,32126.2,353.33,995.22,5314.27
Container ship,23197.9,333.47,936.06,4426.15
Container ship,28810.8,350.25,973.19,4917.71
Container ship,29875.8,396.03,1229.95,4329.86
Container ship,31842.7,358.55,1006.77,4994.4
Container ship,24957.5,296.46,851.41,4796.68
Container ship,29342.68,383.13,1193.6,4902.8
Container ship,22781.14,416.62,1298.25,3701.6
Container ship,24213.23,393.85,1226.9,4014.1
Container ship,29016.28,394.85,1229.78,4662.8
Container ship,15838.04,372.98,1161.68,2987.6
Passenger ship,18813.86,309.77,971.44,4023.1
Container ship,21771.46,366.02,1140.1,3979.5
Container ship,32321.55,389.21,1212.59,5244.78
Container ship,21322.63,345.26,1075.6,4161.8
Container ship,26020.51,393.97,1227.12,4102.9
Container ship,27804.16,372.96,1161.82,5225.8
Container ship,22262.63,364.28,1134.48,3995.3
Bulk carrier,1620.46,73.03,228.89,2042.0
Bulk carrier,975.667,78.99,248.06,1139.7
Bulk carrier,2372.772,76.94,240.34,2752.42
Bulk carrier,263.86,73.84,233.82,307.3
Bulk carrier,1370.14,165.28,515.73,725.7
Bulk carrier,1423.35,166.57,520.0,770.1
Bulk carrier,343.1997,87.41,273.36,333.28
Bulk carrier,841.44,87.82,275.34,937.0
Bulk carrier,1357.01,73.25,228.71,1515.0
Gas carrier,1533.05,109.89,343.42,917.5
Gas carrier,537.24,118.6,370.11,285.48
Bulk carrier,1275.11,79.13,247.6,1373.6
Vehicle carrier,4059.21,86.04,249.66,3526.68
Vehicle carrier,4511.49,88.04,245.6,3551.37
Bulk carrier,2359.13837,90.33,281.76,2340.9
Bulk carrier,1550.46,168.49,525.29,760.1
Oil tanker,954.75,41.42,131.16,2103.9
Bulk carrier,4648.82,184.49,574.67,2457.43
Oil tanker,6387.6,144.93,453.31,3830.0
Oil tanker,2490.7,149.42,468.52,2133.72
Bulk carrier,411.2,81.06,252.98,490.37
Bulk carrier,560.77,68.12,212.47,771.17
Bulk carrier,1931.81,76.48,240.19,2331.01
Bulk carrier,537.42,65.68,205.79,747.1
Bulk carrier,589.9,81.7,255.14,673.0
Container ship,2065.75,270.53,843.29,692.5
Container ship,3379.78,212.77,664.81,1420.1
Container ship,4885.33,260.32,811.01,1273.0
Container ship,1103.8,305.04,951.8,498.2
Bulk carrier,1229.91,97.52,307.76,1026.2
Container ship,1284.77,85.88,267.53,959.5
Container ship,2448.48,82.3,256.4,1969.1
Bulk carrier,402.96,81.59,254.53,433.1
Bulk carrier,2619.36,101.59,319.13,2527.7
Bulk carrier,2746.05,100.26,312.63,2529.6
Passenger ship,1394.7,77.02,246.92,2082.01
Oil tanker,6138.255,127.54,399.31,5335.44
Oil tanker,4493.746,145.48,456.03,4686.19
Oil tanker,3132.23,181.32,512.86,1487.32
Oil tanker,5750.8,138.84,435.44,4741.8
Oil tanker,1283.9,133.6,417.09,813.8
Bulk carrier,849.801,93.56,292.21,783.22
Bulk carrier,3396.436,97.19,303.27,3087.89
Bulk carrier,902.85,93.5,291.69,803.0
Bulk carrier,837.79,83.53,262.29,872.0
Oil tanker,7681.58,232.75,695.53,5185.81
Oil tanker,5749.7,215.05,624.51,3888.36
Bulk carrier,1437.86,81.08,253.27,1498.6
Bulk carrier,314.03,62.82,197.03,485.8
Container ship,1836.47,105.24,332.95,2011.29
Container ship,1816.154301,90.7,286.54,1930.33
Chemical tanker,1927.2,96.06,303.34,1642.2
Chemical tanker,638.55,89.74,280.57,828.4
Oil tanker,3980.6,131.69,411.39,2774.67
Chemical tanker,1509.39,89.73,282.43,1424.2
Chemical tanker,1039.277,92.69,291.19,885.7
Chemical tanker,1376.57,75.4,237.72,1423.27
Bulk carrier,1168.396,107.95,337.75,959.2
Bulk carrier,928.214,105.9,332.32,795.2
Oil tanker,7661.3,198.49,621.01,3819.81
Container ship,10310.2,142.29,445.16,5091.38
Container ship,9455.81,132.82,415.04,5084.13
Container ship,9689.4,135.26,423.34,5038.46
Oil tanker,3269.5,182.86,571.7,1769.99
Oil tanker,11041.5,200.29,624.47,4889.95
LNG carrier,6200.027,187.21,529.83,2407.84
LNG carrier,5429.261,152.59,422.81,2793.55
Bulk carrier,1441.58,82.28,257.23,1538.18
Bulk carrier,516.89,83.82,262.64,716.88
Bulk carrier,950.42,76.08,239.26,1111.84
Passenger ship,3016.17,191.6,600.98,1261.33
Passenger ship (Cruise Passenger ship),8848.97,191.32,604.15,3741.89
Oil tanker,859.29,116.57,365.07,716.43
Oil tanker,1742.94,128.36,404.3,1336.1
Bulk carrier,1151.87667,96.15,303.95,1006.8
Bulk carrier,1382.1,83.52,260.75,1343.0
Bulk carrier,1756.68,92.16,288.69,1594.05
Bulk carrier,1869.659,81.35,255.23,2158.23
Bulk carrier,1650.55,84.24,264.11,1562.7
Passenger ship,6067.04,195.81,563.78,3271.68
Bulk carrier,661.93,69.18,218.0,838.4
General cargo ship,827.722,63.12,198.16,1189.9
Chemical tanker,3613.079,75.11,234.03,4275.83
Bulk carrier,1164.58,65.72,206.87,1567.7
Bulk carrier,873.224,86.44,269.92,898.12
Oil tanker,4419.87,145.24,454.92,2828.02
Chemical tanker,2231.65049,57.28,179.79,3488.6
Gas carrier,1094.37,112.57,351.86,643.87
Bulk carrier,1618.21,175.66,547.94,1213.8
Bulk carrier,2856.51,91.65,287.07,2587.5
Bulk carrier,922.31,85.91,269.56,903.2
Bulk carrier,1713.67,83.55,261.06,1667.98
Bulk carrier,2236.37,67.82,211.4,2764.72
Bulk carrier,2002.553,87.91,274.71,1957.03
Bulk carrier,1255.35,66.42,208.37,1577.2
Bulk carrier,1009.54,65.84,205.39,1256.3
Bulk carrier,13.6,888.89,2774.31,1.0
Bulk carrier,104.56297,84.73,265.48,119.65
Chemical tanker,1995.34,104.78,328.53,1740.6
Chemical tanker,4131.57,100.39,314.99,3648.8
Chemical tanker,1029.98,90.48,283.02,954.2
Ro-ro ship,14058.87,142.78,445.01,6257.29
Ro-ro ship,8152.01,142.17,444.18,3934.33
Bulk carrier,1759.75,89.76,280.88,1815.9
Container ship,7495.32,126.73,396.08,4272.5
Container ship,8543.73,127.07,396.69,4684.1
Container ship,19703.42,279.64,871.0,4203.32
Container ship,12823.63833,308.76,962.2,2602.29
Bulk carrier,1868.712,104.32,329.26,1461.7
Chemical tanker,955.92,67.87,212.68,1256.7
Chemical tanker,680.76,91.45,287.38,805.99
Chemical tanker,1464.41,81.99,258.59,1598.21
Bulk carrier,1344.899,84.84,266.37,1409.73
Bulk carrier,1893.91999,118.08,369.02,1639.88
Passenger ship,24239.48,332.09,917.85,4722.81
Bulk carrier,1309.09,146.05,455.33,848.12
Bulk carrier,2397.42,156.19,487.1,1463.67
Bulk carrier,2083.274,94.81,296.32,2030.0
LNG carrier,1497.62,351.85,963.43,1606.0
Bulk carrier,4620.49,102.28,319.82,4238.7
Bulk carrier,4558.0,105.28,329.31,4331.1
